image_uid,file_name,uncertainty_score,confidence_component,quality_component,agreement_component,novelty_component,terms_corroborated,terms_checked,has_description,has_quality,review_recommended,reason,vocabulary_version
13278cd98b9e47a38ac9f34e35874b9f,A1c151.jpg,0.5632,0.5915,0.3239,0.75,0.4425,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,0.395,0.4303,0.6602,0.25,0.2491,3,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
f88ec7147fe248bfa6ad8e1959512cce,A1c16.jpg,0.3462,0.4261,0.6387,0.0,0.4623,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
8529b2193e2847c5b323ea164566057e,A1c166.jpg,0.5262,0.5699,0.439,0.5,0.5926,2,4,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
27aa0a9169f84d208eac4d84cddb6345,A1c166_1.jpg,0.3912,0.2848,0.561,0.3333,0.5287,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
d16ef1b67151408086e0c44f839caa0c,A1c166_2.jpg,0.4332,0.5952,0.5151,0.0,0.8124,2,2,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
48d4eeb5f66e49b88402da1f19ffccfe,A1c166_3.jpg,0.2875,0.0923,0.4802,0.25,0.561,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
740ac4a847c841838d25854a9496ce82,A1c166a.jpg,0.3293,0.2427,0.7169,0.0,0.6735,2,2,True,True,False,The assigned terms are well supported across all measures.,1.0
1172ca685cd34cb997385d2dacbd6637,A1c166b.jpg,0.4197,0.3008,0.6106,0.3333,0.6155,2,3,True,True,False,"Chiefly because the image differs markedly from those used to establish the terms, and the image is soft or poorly exposed, limiting what can be assigned.",1.0
629117f0a2054982acbbbe0f51584175,A1c168.jpg,0.6056,0.5489,0.6009,0.75,0.4556,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image is soft or poorly exposed, limiting what can be assigned.",1.0
fe1001f7be6d4b1d8b4d6e7dd65fac63,A1c169.jpg,0.6259,0.5979,0.5952,0.75,0.4837,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
d6317e9a91f54eebb7759f9202a04fd7,A1c170a.jpg,0.517,0.3646,0.5125,0.75,0.4124,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
944f34d1d9af4583a456874407f76cec,A1c170b.jpg,0.5818,0.491,0.5236,0.75,0.5348,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
fda8bf0496b4405ca00f2ee06da91afc,A1c170c.jpg,0.3576,0.5221,0.5471,0.0,0.4361,4,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
91e80391c73f4f5099d3fd24bb1aa064,A1c171a.jpg,0.5902,0.5878,0.4815,0.75,0.4209,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
cbb369d5a603475b99ac303c63dd59ff,A1c171b.jpg,0.4839,0.2969,0.5278,0.75,0.3293,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
9a241e087bff4e6986894937d7a3b19b,A1c171c.jpg,0.4614,0.2187,0.5617,0.6667,0.4834,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
cc07b5634f6842198e6a89eeaecbc392,A1c171d.jpg,0.3783,0.5567,0.5621,0.0,0.4733,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
a152c9e240d3418cac956d27baa00f54,A1c172.jpg,0.3734,0.5661,0.0502,0.25,0.6014,3,4,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
c99b2eb30aeb45fbb8a7f75f0e9d0023,A1c173a.jpg,0.236,0.4188,0.4473,0.0,0.0,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
7f2df8eb0c8d4d86b18c0248e581c26b,A1c173b.jpg,0.4891,0.6571,0.5774,0.25,0.4574,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
e71173e63cb0410bbca94c9d460eb226,A1c175.jpg,0.5802,0.4862,0.5517,0.75,0.4978,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
44750596b4864625a1f50eec01f64731,A1c176.jpg,0.3931,0.4157,0.5224,0.25,0.4541,3,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
096ddf529ad44f5ea0330effd8c91ea8,A1c177.jpg,0.541,0.481,0.5513,0.75,0.2491,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
2eb535cf0187435396b6379226c973ee,A1c178.jpg,0.3238,0.45,0.5135,0.0,0.4237,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
eaf76a041fa7444db1800be54c5df3c5,A1c180.jpg,0.3235,0.4687,0.5696,0.0,0.3033,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
6aafaa7d6383453891aabc6e48df75f5,A1c181.jpg,0.3329,0.4628,0.5446,0.0,0.4135,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
c9ff158c2bb34b98aed2301d9167854f,A1c182.jpg,0.3015,0.3563,0.4895,0.0,0.5261,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
a952ecce9c3a48dd85ab24d8444e6c5a,A1c182a.jpg,0.5558,0.6342,0.571,0.5,0.4643,2,4,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
abfcde5f6ea24a37a44e1978b8063618,A1c182b.jpg,0.5985,0.6182,0.5349,0.75,0.3346,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
252ecb57234845c4af7bc96734cb7933,A1c182c.jpg,0.5757,0.5276,0.5827,0.75,0.3299,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
97aee6f967c945d695975dcc70057a08,A1c185.jpg,0.5126,0.6078,0.4232,0.5,0.4349,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
633d22d760cd41b498d04160f67fe622,A1c186.jpg,0.3106,0.3971,0.4505,0.0,0.5434,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
b6eb875e3a864400a71bd04bcca12332,A1c186a.jpg,0.4066,0.4407,0.5844,0.25,0.4029,3,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
5ce98ac973224a99a7ec0de795536a75,A1c187.jpg,0.3504,0.6585,0.3827,0.0,0.289,4,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
6dc1011aee7d4d2197d5d80706d5644e,A1c188.jpg,0.4145,0.6708,0.437,0.0,0.6153,3,3,True,True,False,"Chiefly because the matching scores separated the leading terms only narrowly, and the image differs markedly from those used to establish the terms.",1.0
3dd2407d7a974b72bf105821bf6e5b62,A1c190.jpg,0.3581,0.3225,0.5295,0.25,0.429,3,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
dc381f2462144b0f9acecb4f29d04cf5,A1c191.jpg,0.516,0.5955,0.4953,0.5,0.3902,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
66f184b666714f0b8dd3550fb858a630,A1c192.jpg,0.4794,0.3034,0.3752,0.8,0.3878,1,5,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
3647dd8b2aff491f92d29213a0f06e6a,A1c194b.jpg,0.4561,0.4431,0.3404,0.5,0.5529,1,2,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
c6397fdd335548a1a6f7ef113b70cbc6,A1c195a.jpg,0.4016,0.4024,0.5429,0.25,0.5143,3,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
b4d75ef2928442aabaf8eadba10c2c69,A1c195b.jpg,0.2648,0.2266,0.4922,0.0,0.5805,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
db4ff0a9e48440a2b2728165e51ba323,A1c195c.jpg,0.3337,0.4575,0.5053,0.0,0.4831,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
6556bbd88e944ba1af7377b79d21100e,A1c196.jpg,0.5593,0.7804,0.4391,0.5,0.3223,2,4,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
a38e41299e2d451cb83ddd86a8ab6dde,A1c197a.jpg,0.4209,0.688,0.5214,0.0,0.5056,4,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
79b98107a1f54983b21ea68d6ced0c99,A1c197b.jpg,0.3465,0.4387,0.5422,0.0,0.5632,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
e3dab2d264774935a4efb6c615d1ee6b,A1c19a.jpg,0.4284,0.4249,0.025,0.75,0.3314,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
3dc2cae5008e43dfba5b595a4362b713,A1c19c.jpg,0.5289,0.3792,0.5181,0.8,0.3504,1,5,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
636556b1aacf4a2e91ba8ba2596686a1,A1c19e.jpg,0.5166,0.6582,0.5169,0.4,0.4192,3,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
d456f1d50ede42f2b972e202f025ff5c,A1c1h.jpg,0.5283,0.7347,0.5463,0.25,0.5796,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
e36ab7ffc1d44769a912e5ba65c2263d,A1c1j.jpg,0.4854,0.5405,0.3458,0.5,0.5141,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
03d7915d0dc04477af0703b49290bbb3,A1c1p.jpg,0.4547,0.4638,0.4609,0.5,0.3343,2,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
814ce0d03f764196822fa1e4a8f66cc3,A1c1q.jpg,0.4412,0.4075,0.4777,0.5,0.3535,2,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
cf362aaf28254ec59961cafc046ff490,A1c1r.jpg,0.4542,0.5294,0.3653,0.5,0.3058,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
efd9e5ac208a472c90168e0545ccf2f4,A1c1s.jpg,0.3879,0.3725,0.1098,0.6,0.3704,2,5,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
b1991f85210c4466b0b5168427837009,A1c1t.jpg,0.4971,0.7211,0.5657,0.25,0.377,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
772c116f945845f38387cf5b091cabf7,A1c1u.jpg,0.2458,0.3359,0.3952,0.0,0.3278,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
f50a331e906c4ed7b79fe8dca2df9a6f,A1c1w.jpg,0.2387,0.2458,0.4768,0.0,0.3818,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
baeeca8efd4a47589e66df1848238900,A1c1y.jpg,0.4285,0.3468,0.5078,0.5,0.3703,2,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
488e6438bb18445ab069c7635bcd51c6,A1c2&85etc.jpg,0.3961,0.4601,0.4983,0.25,0.403,3,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
7d3e5b5a7e594d6b945b9136af6d5d82,A1c2.jpg,0.2158,0.2006,0.3961,0.0,0.4423,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
28375e5ca1df45558d8c931d09569574,A1c20.jpg,0.4967,0.403,0.3905,0.75,0.3503,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
815e2bc699744f1991b4284e0a547b59,A1c202b.jpg,0.5245,0.2872,0.2785,1.0,0.4553,0,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
8f861bed96814d628c292e7f09cdf414,A1c206a.jpg,0.5243,0.3936,0.5336,0.75,0.3655,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
586500a41d284e64badca07e35ded0ed,A1c206b.jpg,0.5561,0.4536,0.4656,0.75,0.5283,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
9d501d60385245b2879dc843dcce9551,A1c207.jpg,0.464,0.2727,0.4408,0.6667,0.5359,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
e19848cbacdd494482fb164cb7f3fc4f,A1c208.jpg,0.4114,0.1427,0.5459,0.6667,0.3485,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
aa323d70653847dd9868bde0b9308577,A1c209.jpg,0.3717,0.5137,0.5911,0.0,0.4909,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
d71428a32d3b4c32801ee6a9b4f793cb,A1c21.jpg,0.5401,0.4005,0.5462,0.75,0.4377,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
9a63acb9e1104e5eb4cc85eecc391fad,A1c214a.jpg,0.4292,0.4211,0.5487,0.3333,0.4809,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
66598ed44e674610bc1299dc683f3773,A1c214b.jpg,0.5433,0.7961,0.5727,0.25,0.5011,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
f7f23d70819b49eea5f4676c2b992233,A1c214c.jpg,0.3709,0.5478,0.5898,0.0,0.4081,4,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
d44c6de4a88f4696958cc0f0200731a6,A1c215_1.jpg,0.5336,0.5723,0.5548,0.5,0.482,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
d4dadceed2914efbbbdfa4b110d3a807,A1c215_2.jpg,0.2142,0.0689,0.5833,0.0,0.4896,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
34ef8974e66044bb97703e209911304a,A1c215_2a.jpg,0.3109,0.1658,0.5208,0.25,0.4917,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
0e332c299da34b8c9343fd11380741d0,A1c215_2b.jpg,0.3422,0.4795,0.5395,0.0,0.443,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
06aa8d37aad848069404a478cdee2c34,A1c215_2c.jpg,0.504,0.3357,0.5667,0.6667,0.4876,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
c9ed634687f147dca86d54baf82789e7,A1c216b.jpg,0.5815,0.2474,0.5756,1.0,0.5317,0,3,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
41f3af199f9d4ba48c1a7ccf500a3feb,A1c216d.jpg,0.5995,0.5325,0.5406,0.75,0.5336,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
fc59f3efb7de4dda9d416952d388d019,A1c216e.jpg,0.6412,0.6812,0.5351,0.75,0.4716,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
4f88790ffda74182bfcbd1209b96ffaa,A1c216f.jpg,0.5957,0.7254,0.5434,0.5,0.5539,2,4,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
d7d234ecbe384024962d359f8ce24136,A1c217a.jpg,0.4797,0.6221,0.5595,0.25,0.5005,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
689ed40617454da5bf3efcad15a20c29,A1c217b.jpg,0.3337,0.4158,0.5246,0.0,0.5547,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
2947e8c8912744d280ae7084533a73f5,A1c217d.jpg,0.3715,0.2925,0.5048,0.3333,0.4548,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
47cc56129def41318fa93f52dd0bdf63,A1c218.jpg,0.4355,0.6238,0.3515,0.25,0.4794,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
b7c349d0b87e4ea48f0a9eb80e2c7282,A1c218_2.jpg,0.7055,0.6279,0.4266,1.0,0.6696,0,3,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image differs markedly from those used to establish the terms.",1.0
c172033af7494d66899a29af516afe4e,A1c218a.jpg,0.567,0.6341,0.5708,0.5,0.5393,2,4,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
fa865bfc9ab34c4b97450cdca99f1ba1,A1c218d.jpg,0.4082,0.6237,0.5715,0.0,0.5042,3,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
8dcb20785d5d491eb426a28622d90320,A1c218e.jpg,0.413,0.7799,0.4515,0.0,0.3316,4,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
dc5cebb734384e7893e159609489a963,A1c219.jpg,0.4432,0.4422,0.5808,0.3333,0.482,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
f978510bb4014275ae43d74cdeffd00a,A1c220b.jpg,0.4356,0.3186,0.5264,0.5,0.4589,2,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
96e0a47dec6f4f5688f03b55dcbe9dcd,A1c220c.jpg,0.3168,0.2522,0.4648,0.25,0.404,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
87cba5891f1044848fedebc4a74d394d,A1c220e.jpg,0.5067,0.3241,0.4963,0.75,0.4603,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
c42b2ebe03f242b19b942ec75d395565,A1c221_2.jpg,0.6671,0.6607,0.5694,0.75,0.6464,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
55f40b9c731b4835813b442d3fc7bf21,A1c222.jpg,0.4613,0.641,0.5722,0.25,0.3165,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
b47283a387bc40a99d3f192dca722ca1,A1c231.jpg,0.7009,0.5263,0.6168,1.0,0.6221,0,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image differs markedly from those used to establish the terms.",1.0
bf21ce8eb3f446e39f35f4dd67d1c635,A1c233.jpg,0.4776,0.6055,0.4785,0.25,0.6334,3,4,True,True,False,"Chiefly because the image differs markedly from those used to establish the terms, and the matching scores separated the leading terms only narrowly.",1.0
96cb20db4cb245469d4eb5004a5d37a1,A1c235a.jpg,0.5047,0.3425,0.5186,0.6667,0.5406,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
6b7dd2e6547142fa81feec02c1d425de,A1c235b.jpg,0.4253,0.4738,0.5133,0.25,0.5451,3,4,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
d121fafabbda493397a80562f11fca72,A1c235c.jpg,0.2776,0.3182,0.4416,0.0,0.5192,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
36af9770ec62443a8b117dd98e09991e,A1c235d.jpg,0.4809,0.1786,0.5508,0.75,0.5547,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
582a01eebe2f419081cdec66d9f2620c,A1c235e.jpg,0.59,0.4894,0.5633,0.75,0.5403,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
270c0d23f77149c28d355f0c86467cc8,A1c236a.jpg,0.419,0.2331,0.6289,0.5,0.4112,2,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
12ff0fc45dfe432ea6168583bc7dada2,A1c250 (2).jpg,0.309,0.1789,0.4754,0.3333,0.3424,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
36f184fe9eec49eab24c7585bc41c5a9,A1c250_1.jpg,0.5109,0.5423,0.591,0.5,0.3529,2,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
7438818de69a4acf883439ec4448af7a,A1c250_11a.jpg,0.3979,0.091,0.4088,0.6667,0.5617,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
05fb48db7645466ba203236b0370e894,A1c250_12a.jpg,0.4334,0.4581,0.4806,0.3333,0.5133,2,3,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
e39561bf7abe49e0aaa9b233b7c4d184,A1c250_2.jpg,0.3955,0.3862,0.4845,0.3333,0.4232,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
d404c6dd4f634f89b354362d7c6d6a30,A1c250_5.jpg,0.299,0.0952,0.4835,0.3333,0.4596,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
4cac48f2e584435898ac9e3c0f31cf4f,A1c250_6.jpg,0.3395,0.2649,0.509,0.25,0.4667,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
e55196524675486d913c28f84fab1c7d,A1c250_7.jpg,0.3593,0.2067,0.556,0.3333,0.5048,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
a38b365ade5e4fe09f3e157fb8707be8,A1c251_1.jpg,0.5434,0.4416,0.453,0.75,0.4882,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
6a132642024b4c8c889b1975f8247111,A1c251_10.jpg,0.2868,0.1016,0.4539,0.3333,0.4028,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
5a48d0e4c727416885303fb119a40314,A1c251_10a.jpg,0.2565,0.0,0.485,0.3333,0.3967,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
ace5fef5bd0c4c6eb5ff7511fad8a655,A1c251_11.jpg,0.3717,0.1905,0.4689,0.5,0.4086,2,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
2cfa5418e446457c9929d6fe52083982,A1c251_11b.jpg,0.3717,0.1905,0.4689,0.5,0.4086,2,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
e0a2c118d6e34e73970a6c401a23c81e,A1c251_12&13.jpg,0.1937,0.1384,0.3308,0.0,0.5272,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
bb0d6491c0a740d7b8f629e6cf0a381b,A1c251_12.jpg,0.3339,0.2894,0.5176,0.25,0.3604,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
70c13c0235564862b817d2dc85590ba7,A1c251_13a.jpg,0.3339,0.2894,0.5176,0.25,0.3604,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
13c042abde3648a4a5dc3e87327e40c2,A1c251_2.jpg,0.3129,0.2236,0.5434,0.25,0.3395,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
8dad8543b2b549e7bfb26744a9c609a3,A1c251_3.jpg,0.3499,0.3476,0.3193,0.25,0.5956,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
2fe87c93513a44e7ad1dcb81b8b549f7,A1c251_6a.jpg,0.2844,0.049,0.5182,0.3333,0.4243,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
284e6258967242878329010ab4f5fe85,A1c251_6b.jpg,0.3043,0.1823,0.5117,0.25,0.4211,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
3e7a22d7e5f5402eb0af942a1be06492,A1c251_6c.jpg,0.3209,0.2813,0.314,0.25,0.5641,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
880025971d9d4d79a730f3704de2da81,A1c251_7.jpg,0.3711,0.3928,0.3863,0.25,0.5424,3,4,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
5de7ef09647a445ea9cae0df9410cc36,A1c251_8.jpg,0.3309,0.2705,0.5163,0.25,0.3866,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
f543e0578ec440bcb14af3cd7a4c5512,A1c252_1.jpg,0.3824,0.2636,0.4925,0.5,0.2777,2,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
9d09ecfe0c30413a8354de71e896b332,A1c252_10.jpg,0.3883,0.3338,0.3984,0.4,0.4785,3,5,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
2b0ed797b6824fa1989307370d2aefab,A1c252_11.jpg,0.3035,0.2132,0.4962,0.25,0.3643,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
44964e6bb71d4b57bc7288140225b816,A1c252_11a.jpg,0.3459,0.3104,0.4202,0.25,0.5215,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
5ce84d3c671c4aa5acd609db41205d9a,A1c252_123456.jpg,0.2955,0.243,0.2952,0.25,0.5092,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
1f07f5e4d2674dd8a91cd127090f0245,A1c252_13.jpg,0.2566,0.0121,0.5333,0.3333,0.3049,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
4a92c4c478594bf7bb0804dcc58531d8,A1c252_14.jpg,0.2698,0.0,0.5262,0.3333,0.4308,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
80958041e0bf478bb2696957aede2fe5,A1c252_14a.jpg,0.2747,0.0,0.5106,0.3333,0.4838,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
5719c28e9c354255ad88865d073c54ff,A1c252_7.jpg,0.2795,0.1726,0.4797,0.25,0.321,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
5ffdad2d52c84b36b916ab04a57629d1,A1c252_789.jpg,0.3123,0.2833,0.2987,0.25,0.5225,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
fc343834b0354478b308921b4576f8a8,A1c257_1.jpg,0.6274,0.5678,0.4809,0.75,0.7164,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image differs markedly from those used to establish the terms.",1.0
76786dfec87e44c7ad396daea3e8552b,A1c257_1a.jpg,0.5449,0.6147,0.5971,0.25,0.9022,3,4,True,True,False,"Chiefly because the image differs markedly from those used to establish the terms, and the matching scores separated the leading terms only narrowly.",1.0
b8860f8f7b194b7c989247941a18f93a,A1c257_1b.jpg,0.6514,0.4562,0.4698,1.0,0.6518,0,3,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image differs markedly from those used to establish the terms.",1.0
9f7e9304afd144bbad60bc4e208a7351,A1c257_2.jpg,0.5226,0.3404,0.5377,0.6667,0.6397,1,3,True,True,False,"Chiefly because the generated description does not corroborate the assigned terms, and the image differs markedly from those used to establish the terms.",1.0
9fb886d8c11a4e02a34da247058702db,A1c258_1.jpg,0.5728,0.45,0.5794,0.75,0.4964,1,4,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
aa24b1ad936e46ff971903f1f6b594c0,A1c260b.jpg,0.3064,0.4022,0.4742,0.0,0.4722,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
df6463b7944d492ca9738be574314a6a,A1c260c.jpg,0.3112,0.4438,0.5351,0.0,0.3259,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
343bda5e51354573b5068a43e95b5f84,A1c260d.jpg,0.5031,0.3628,0.5658,0.6667,0.42,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
68b3f73325204aaaa61d94a7a3b7e5fe,A1c261a.jpg,0.3277,0.4426,0.6068,0.0,0.3429,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
c060ed0153e24820ad0b9e25574ad604,A1c261b.jpg,0.3704,0.5134,0.6026,0.0,0.468,4,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
a348921ba663465999e40b38dd28ff40,A1c261e.jpg,0.6528,0.5477,0.4244,1.0,0.5083,0,3,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
